Date,USDINR
01-04-2022 23:58,75.9536
02-04-2022 23:58,75.9955
03-04-2022 23:58,75.99505
04-04-2022 23:58,75.43965
05-04-2022 23:58,75.45095
06-04-2022 23:58,75.94535
07-04-2022 23:58,75.91345
08-04-2022 23:58,75.9175
09-04-2022 23:58,75.9175
10-04-2022 23:58,75.91755
11-04-2022 23:58,75.83725
12-04-2022 23:58,76.15005
13-04-2022 23:58,76.12195
14-04-2022 23:58,76.30905
15-04-2022 23:58,76.3316
16-04-2022 23:58,76.3316
17-04-2022 23:58,76.33165
18-04-2022 23:58,76.28045
19-04-2022 23:58,76.44565
20-04-2022 23:58,76.27645
21-04-2022 23:58,76.28545
22-04-2022 23:58,76.4637
23-04-2022 23:58,76.4755
24-04-2022 23:58,76.46375
25-04-2022 23:58,76.52805
26-04-2022 23:58,76.79435
27-04-2022 23:58,76.47245
28-04-2022 23:58,76.58925
29-04-2022 23:58,76.5233
30-04-2022 23:58,76.5233
01-05-2022 23:58,76.52335
02-05-2022 23:58,76.52435
03-05-2022 23:58,76.45725
04-05-2022 23:58,76.00185
05-05-2022 23:58,76.54205
06-05-2022 23:58,76.955
07-05-2022 23:58,76.955
08-05-2022 23:58,76.95775
09-05-2022 23:58,77.36575
10-05-2022 23:58,77.27165
11-05-2022 23:58,77.41865
12-05-2022 23:58,77.44405
13-05-2022 23:58,77.4865
14-05-2022 23:58,77.4865
15-05-2022 23:58,77.48655
16-05-2022 23:58,77.80565
17-05-2022 23:58,77.37265
18-05-2022 23:58,77.82025
19-05-2022 23:58,77.42135
20-05-2022 23:58,77.8186
21-05-2022 23:58,77.8186
22-05-2022 23:58,77.81865
23-05-2022 23:58,77.52705
24-05-2022 23:58,77.47905
25-05-2022 23:58,77.49755
26-05-2022 23:58,77.63045
27-05-2022 23:58,77.6922
28-05-2022 23:58,77.6922
29-05-2022 23:58,77.69225
30-05-2022 23:58,77.52115
31-05-2022 23:58,77.59925
01-06-2022 23:58,77.58435
02-06-2022 23:58,77.3799
03-06-2022 23:58,77.6944
04-06-2022 23:58,77.6145
05-06-2022 23:58,77.69445
06-06-2022 23:58,77.82125
